Date,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 10
2000-03-21,0.00,-1.99,-3.81,-3.21,-3.51,-5.72,-12.79,-5.81,-7.54,-11.70
2000-11-13,0.00,-1.85,-6.17,-8.64,-6.48,-7.10,-8.64,-4.63,-7.72,-10.96
2001-01-03,0.00,-4.03,-2.93,0.73,-2.93,5.49,0.73,0.37,-1.47,9.52
2001-06-20,0.00,-1.02,6.67,5.60,3.78,4.67,3.38,6.27,6.00,3.11
2002-01-23,0.00,0.17,0.26,-0.60,3.79,6.51,5.17,9.22,9.65,6.29
2002-03-11,0.00,-0.93,-1.17,0.93,0.08,0.53,0.81,-1.82,-2.55,-5.54
2002-04-01,0.00,-1.33,3.45,2.78,2.04,0.12,2.45,3.28,4.11,3.86
2002-06-14,0.00,-1.90,-16.65,-16.70,-17.96,-15.92,-16.55,-19.43,-16.94,-13.73
2002-06-24,0.00,-3.44,-0.47,3.38,-0.47,-1.17,2.39,9.33,5.08,2.28
2002-07-03,0.00,-3.90,-6.46,-7.58,-2.35,-6.56,-2.72,-4.70,-16.60,-20.01
2002-07-11,0.00,4.11,2.00,-10.74,-14.39,-14.56,-14.79,-17.36,-13.19,-17.99
2002-07-24,0.00,-0.14,4.60,7.45,6.27,3.06,0.63,-2.58,2.65,4.67
2003-01-16,0.00,-0.57,-1.56,0.50,-2.13,0.21,3.40,5.89,1.56,1.84
2003-08-04,0.00,-3.68,-2.21,-3.63,-3.53,-3.34,-0.98,-2.01,-3.29,-0.20
2003-10-28,0.00,-2.53,-3.38,-2.28,-3.29,-2.79,-2.41,-5.02,-7.56,-9.08
2003-11-12,0.00,-4.28,-5.75,-8.97,-8.92,-9.10,-9.55,-5.66,-7.76,-7.58
2004-03-09,0.00,-1.91,-0.43,-4.44,-6.72,-5.38,-7.26,-6.58,-6.58,-8.63
2004-07-14,0.00,-2.22,-2.92,-2.22,-3.98,-3.80,-6.77,-5.07,-1.52,-2.00
2004-10-05,0.00,-2.51,-3.89,-5.04,-5.78,-2.19,10.68,11.96,17.50,16.68
2005-08-05,0.00,2.74,1.71,3.17,8.09,11.79,8.44,10.55,8.56,7.46
2005-10-19,0.00,-0.86,1.16,-0.07,1.59,-1.30,-2.97,2.58,2.42,6.79
2006-01-30,0.00,-0.12,-4.52,-4.85,-10.87,-10.48,-8.87,-13.98,-10.86,-14.30
2006-02-22,0.00,-0.40,-1.06,-4.54,-3.69,-2.98,-5.62,-8.74,-7.58,-8.49
2006-06-08,0.00,-3.78,-1.54,-2.75,0.24,-2.84,-3.44,-2.99,-2.33,0.57
2006-10-09,0.00,-0.79,1.96,1.64,2.15,0.65,0.98,7.02,8.32,10.36
2007-02-20,0.00,0.35,-0.15,-0.77,-5.91,-5.15,-2.40,-4.25,-3.23,-1.13
2007-10-22,0.00,-0.12,-1.82,-0.78,-0.57,0.45,2.04,0.69,0.92,0.01
2008-03-13,0.00,0.09,4.90,2.42,5.26,10.20,11.35,14.57,10.77,12.95
2008-07-01,0.00,1.15,4.15,6.76,3.61,5.02,2.62,3.39,0.87,2.75
2008-10-10,0.00,-5.60,-11.16,-7.59,-11.66,-10.72,-17.02,-12.14,-10.91,-12.59
2008-11-13,0.00,-2.33,-0.37,-4.38,-10.80,-8.49,3.00,0.62,5.27,2.69
2009-01-08,0.00,-2.12,-3.17,-5.80,-7.95,-9.11,-13.67,-8.56,-2.45,-2.45
2009-04-01,0.00,2.91,5.09,2.03,3.20,6.09,6.66,4.97,4.37,7.75
2009-09-14,0.00,3.83,5.36,5.63,5.06,5.32,5.90,4.94,4.12,6.27
2010-02-11,0.00,1.51,1.08,1.27,0.64,0.02,-1.66,0.14,0.81,2.12
2010-03-09,0.00,0.29,0.78,-0.44,-0.17,-0.32,-0.08,-1.15,-0.04,1.57
2010-05-21,0.00,-0.62,-1.07,2.67,4.10,5.70,6.97,6.63,3.73,1.69
2010-08-25,0.00,0.56,0.92,1.17,4.18,4.95,7.70,7.30,9.42,9.48
2010-09-22,0.00,1.18,0.78,-0.71,-0.54,-1.79,-2.22,-3.56,0.01,0.09
2011-05-27,0.00,-0.67,-0.50,-1.26,-2.81,-4.54,-4.48,-4.70,-6.30,-6.10
2011-06-23,0.00,1.74,2.73,2.36,2.86,5.18,7.07,7.79,9.45,10.22
2011-09-06,0.00,0.05,-1.68,-1.04,0.18,1.40,2.35,4.32,7.21,7.69
2012-06-08,0.00,0.87,0.17,0.06,0.52,2.56,2.84,2.55,1.14,1.91
2012-09-27,0.00,-1.16,-0.87,0.65,-0.04,-2.18,-4.34,-4.68,-3.93,-5.85
2012-12-17,0.00,-1.42,-2.28,-2.73,-2.57,-3.91,-3.53,-4.55,-0.32,2.83
2013-05-20,0.00,0.38,0.56,1.25,0.40,1.20,2.71,2.29,2.52,2.19
2013-07-09,0.00,1.56,1.37,1.59,2.25,2.28,2.62,1.00,1.33,-0.41
2013-10-11,0.00,0.53,1.02,1.71,2.59,5.10,4.80,5.83,7.23,6.03
2014-03-18,0.00,-0.48,0.30,1.49,2.58,1.60,1.17,1.05,1.03,1.96
2014-05-16,0.00,0.02,0.28,0.44,1.58,3.48,3.21,5.09,4.70,3.98
2014-09-23,0.00,-3.81,-0.98,-1.61,-0.98,-2.53,-1.82,-2.09,-2.09,-2.95
2014-11-11,0.00,1.41,2.63,2.46,3.79,3.07,4.55,4.69,6.63,5.71
2016-03-29,0.00,-0.52,0.39,1.42,0.23,1.28,-0.93,-0.82,-0.49,0.80
2016-04-01,0.00,-1.18,-0.14,-2.32,-2.21,-1.89,-0.61,0.83,0.88,-1.14
